neid	neID	hit	queries	gene	product	genome	contig	locus_tag	start_ext	end_ext	length_ext	starto_ext	endo_ext	lengtho_ext	strands	archMEM	archPF	archIPR	archMEM_ext	archPF_ext	archIPR_ext	length	pfams	tax_id	superkingdom	phylum	class	order	family	genus	species	curated	ARCH	LARCH	char
1	WP_229991787.1:GCF_001592685.1:1	WP_229991787.1	PF14449.11	NA	RNase A-like domain-containing protein	GCF_001592685.1	NZ_LQYF01000001.1	AWI43_RS02320	514250	505493	8758	460	454	7	-+---++	Coil|G3DSA:1.10.287.950|SSF58104|PF14449|G3DSA:2.170.16.10|SM00306|cd00081|SSF51294|PF07591|PS50818|PF18431	PF14449|PF07591|PF18431	IPR027797|IPR003587|IPR036844|IPR030934|IPR041436	SSF51735|G3DSA:3.40.50.720:FF:000084|G3DSA:3.40.50.720|PTHR42879|PR00081|cd05233|PF13561|PR00081|PR00080|PR00081|PR00080|PS00061|PR00081|PR00080|PR00081|PR00081|mobidb-lite|mobidb-lite|mobidb-lite|PS51257|G3DSA:1.10.260.40|SSF47413|PF13560|SM00530|PS50943|cd00093|PTHR47691|G3DSA:3.40.50.300|SSF52540|PF00931|PR00364|PR00364|PR00364|G3DSA:1.25.40.10|SSF48452|SSF48452|G3DSA:1.25.40.10|mobidb-lite|mobidb-lite|Coil|G3DSA:1.10.287.950|SSF58104|PF14449|G3DSA:2.170.16.10|SM00306|cd00081|SSF51294|PF07591|PS50818|PF18431|PR00038|PS00622|PR00038|PF00196|cd06170|PR00038|SM00421|SSF46894|PS50043|mobidb-lite|mobidb-lite|G3DSA:1.10.10.10|SSF48452|G3DSA:1.25.40.10|PR00364|PR00364|PR00364|PF00931|PTHR47691|SSF52540|G3DSA:3.40.50.300|SSF51735|PTHR48079|PF01370|G3DSA:3.40.50.720	PF13561|PF13560|PF00931|PF14449|PF07591|PF18431|PF00196|PF00931|PF01370	IPR036291|IPR050259|IPR002347|IPR020904|IPR010982|IPR001387|IPR027417|IPR002182|IPR011990|IPR027797|IPR003587|IPR036844|IPR030934|IPR041436|IPR016032|IPR000792|IPR036388|IPR011990|IPR002182|IPR027417|IPR051783|IPR036291|IPR001509	678	PF00005|PF00072|PF00171|PF00196|PF00480|PF00561|PF00931|PF01370|PF01408|PF02518|PF02627|PF02653|PF03372|PF03641|PF06314|PF07591|PF07730|PF07859|PF10604|PF13407|PF13483|PF13560|PF13561|PF14449|PF18431|PF19794|PF22725	1779145	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. WAC04657	22	IPR036291|IPR050259|IPR002347|IPR020904|IPR010982|IPR001387|IPR027417|IPR002182|IPR011990|IPR027797|IPR003587|IPR036844|IPR030934|IPR041436|IPR016032|IPR000792|IPR036388|IPR011990|IPR002182|IPR027417|IPR051783|IPR036291|IPR001509	23	跤쑴ौ凉⬇֌欺ࢧ⻷沶ฤ逍磷ꇽ㻁̹蹅⻷ࢧ欺쩨跤؆
1	WP_061833423.1:GCF_001592735.1:1	WP_061833423.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_001592735.1	NZ_LUKE01000001.1	AZI86_RS02060	423828	419147	4682	419	413	7	++++++-	mobidb-lite|PF14449	PF14449	IPR027797	Coil|mobidb-lite|PF14449|Coil|Coil|Coil|Coil|NF047436	PF14449	IPR027797	476	PF00009|PF00164|PF00177|PF00181|PF00189|PF00203|PF00237|PF00252|PF00276|PF00297|PF00338|PF00474|PF00562|PF00573|PF00623|PF00656|PF00679|PF00999|PF01833|PF01965|PF02254|PF03144|PF03764|PF03947|PF04341|PF04560|PF04561|PF04563|PF04565|PF04983|PF04997|PF04998|PF05000|PF07650|PF08883|PF10385|PF11220|PF12708|PF13302|PF13387|PF14449|PF14492	959	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	1	IPR027797	1	沶
2	WP_061833454.1:GCF_001592735.1:2	WP_061833454.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_001592735.1	NZ_LUKE01000001.1	AZI86_RS02135	446919	441663	5257	434	428	7	-------	PF14449	PF14449	IPR027797	SSF143410|G3DSA:3.30.70.1240|PTHR36423|PF08883|Coil|PTHR38598|PF04341|NF006903|PTHR48086|PS50283|cd11480|G3DSA:1.20.1730.10|G3DSA:1.20.1730.10:FF:000001|PF00474|TIGR00813|PS00456|PF14449|G3DSA:3.40.630.30|SSF55729|PTHR43415|PF13302|PS51186|cd04301	PF08883|PF04341|PF00474|PF14449|PF13302	IPR023389|IPR014980|IPR052959|IPR007436|IPR050277|IPR001734|IPR038377|IPR018212|IPR027797|IPR016181|IPR000182	515	PF00009|PF00164|PF00177|PF00181|PF00189|PF00203|PF00237|PF00252|PF00276|PF00297|PF00338|PF00474|PF00562|PF00573|PF00623|PF00656|PF00679|PF00999|PF01833|PF01965|PF02254|PF03144|PF03764|PF03947|PF04341|PF04560|PF04561|PF04563|PF04565|PF04983|PF04997|PF04998|PF05000|PF07650|PF08883|PF10385|PF11220|PF12708|PF13302|PF13387|PF14449|PF14492	959	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	1	IPR023389|IPR014980|IPR052959|IPR007436|IPR050277|IPR001734|IPR038377|IPR018212|IPR027797|IPR016181|IPR000182	11	孾㪥케ᴭ쒆ۧ阊䝅沶㽖×
1	WP_063204870.1:GCF_001592745.1:1	WP_063204870.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_001592745.1	NZ_LUKD01000001.1	AZI87_RS02610	548219	543292	4928	518	512	7	-------	mobidb-lite|mobidb-lite|mobidb-lite|PF14449	PF14449	IPR027797	PIRSF002155|MF_01318_B|TIGR01169|SSF56808|PTHR36427|G3DSA:3.30.190.20|cd00403|PF00687|G3DSA:3.40.50.790:FF:000001|G3DSA:3.40.50.790|PS01199|G3DSA:3.30.70.1730|SSF160369|MF_00362|PF00466|cd05797|PTHR11560|NF000955|Coil|TIGR00855|G3DSA:1.20.5.710|MF_00368|cd00387|PF16320|SSF48300|PTHR45987|SSF54736|G3DSA:3.30.1390.10|G3DSA:3.30.1390.10:FF:000001|PF00542|mobidb-lite|mobidb-lite|mobidb-lite|PF14449|PS51257|PTHR43143|SSF56300|G3DSA:3.60.21.10|PF00149	PF00687|PF00466|PF16320|PF00542|PF14449|PF00149	IPR002143|IPR005878|IPR023674|IPR028364|IPR016095|IPR023673|IPR043141|IPR022973|IPR001790|IPR047865|IPR000206|IPR036235|IPR008932|IPR014719|IPR013823|IPR027797|IPR051918|IPR029052|IPR004843	507	PF00009|PF00149|PF00164|PF00177|PF00215|PF00297|PF00298|PF00338|PF00466|PF00467|PF00542|PF00562|PF00584|PF00586|PF00588|PF00679|PF00687|PF02357|PF02769|PF03143|PF03144|PF03764|PF03946|PF04560|PF04561|PF04563|PF04565|PF08032|PF10385|PF12697|PF14449|PF14492|PF16320|PF22544	959	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	1	IPR002143|IPR005878|IPR023674|IPR028364|IPR016095|IPR023673|IPR043141|IPR022973|IPR001790|IPR047865|IPR000206|IPR036235|IPR008932|IPR014719|IPR013823|IPR027797|IPR051918|IPR029052|IPR004843	19	ࢀ᜗岛滭㼀岚ꢦ姞ܟ묚ï趬⌅㦠㘠沶쫯熝ጌ
1	WP_081110859.1:GCF_001592755.1:1	WP_081110859.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_001592755.1	NZ_LUKF01000001.1	AZI85_RS00650	149993	141427	8567	135	129	7	++---++	mobidb-lite|mobidb-lite|PF14449	PF14449	IPR027797	PR00111|PR00793|PR00111|PR00793|PR00111|PR00793|PF00561|TIGR01249|SSF53474|PTHR43722|PIRSF006431|G3DSA:3.40.50.1820|PF03631|PTHR30213|TIGR00765|PIRSF035875|G3DSA:3.40.50.2300|SSF52172|SM00448|PS50110|PTHR45339|PF00072|Coil|G3DSA:1.10.287.130|SSF47384|G3DSA:1.10.287.130:FF:000001|cd00082|PF00512|SM00388|PS50109|SSF55874|G3DSA:3.30.565.10:FF:000010|G3DSA:3.30.565.10|SM00387|PF02518|cd16922|PR00344|PR00344|PR00344|PR00344|SM00448|SSF52172|PS50110|G3DSA:3.40.50.2300|PF00072|cd17546|mobidb-lite|mobidb-lite|PF14449|PF04209|G3DSA:2.60.120.10|G3DSA:2.60.120.10:FF:000034|cd07000|PF20510|TIGR01015|SSF51182|PTHR11056	PF00561|PF03631|PF00072|PF00512|PF02518|PF00072|PF14449|PF04209|PF20510	IPR002410|IPR000073|IPR029058|IPR005944|IPR017039|IPR011006|IPR001789|IPR036097|IPR003661|IPR005467|IPR036890|IPR003594|IPR004358|IPR027797|IPR046451|IPR014710|IPR046452|IPR011051|IPR005708	511	PF00009|PF00072|PF00089|PF00149|PF00164|PF00177|PF00215|PF00297|PF00298|PF00338|PF00425|PF00456|PF00466|PF00467|PF00512|PF00542|PF00561|PF00562|PF00584|PF00586|PF00588|PF00679|PF00687|PF00793|PF00962|PF01209|PF01339|PF01584|PF01627|PF01739|PF02357|PF02518|PF02769|PF02776|PF02779|PF02780|PF02895|PF03143|PF03144|PF03631|PF03705|PF03764|PF03946|PF04209|PF04560|PF04561|PF04563|PF04565|PF08032|PF10385|PF12697|PF14449|PF14492|PF16320|PF20329|PF20510|PF22544	959	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	1	IPR002410|IPR000073|IPR029058|IPR005944|IPR017039|IPR011006|IPR001789|IPR036097|IPR003661|IPR005467|IPR036890|IPR003594|IPR004358|IPR027797|IPR046451|IPR014710|IPR046452|IPR011051|IPR005708	19	ঋj熣᝙䊰⬟ܞ财๮ᕼ逻หᄧ沶떔㦗떕⭌᙭
2	WP_063244106.1:GCF_001592755.1:2	WP_063244106.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_001592755.1	NZ_LUKF01000016.1	AZI85_RS11075	289398	284387	5012	278	272	7	-------	mobidb-lite|mobidb-lite|mobidb-lite|PF14449	PF14449	IPR027797	PIRSF002155|MF_01318_B|TIGR01169|SSF56808|PTHR36427|G3DSA:3.30.190.20|cd00403|PF00687|G3DSA:3.40.50.790:FF:000001|G3DSA:3.40.50.790|PS01199|G3DSA:3.30.70.1730|SSF160369|MF_00362|PF00466|cd05797|PTHR11560|NF000955|Coil|TIGR00855|G3DSA:1.20.5.710|MF_00368|cd00387|PF16320|SSF48300|PTHR45987|SSF54736|G3DSA:3.30.1390.10|G3DSA:3.30.1390.10:FF:000001|PF00542|mobidb-lite|mobidb-lite|mobidb-lite|PF14449|SSF56300|PTHR43143|G3DSA:3.60.21.10|PF00149	PF00687|PF00466|PF16320|PF00542|PF14449|PF00149	IPR002143|IPR005878|IPR023674|IPR028364|IPR016095|IPR023673|IPR043141|IPR022973|IPR001790|IPR047865|IPR000206|IPR036235|IPR008932|IPR014719|IPR013823|IPR027797|IPR029052|IPR051918|IPR004843	506	PF00009|PF00072|PF00089|PF00149|PF00164|PF00177|PF00215|PF00297|PF00298|PF00338|PF00425|PF00456|PF00466|PF00467|PF00512|PF00542|PF00561|PF00562|PF00584|PF00586|PF00588|PF00679|PF00687|PF00793|PF00962|PF01209|PF01339|PF01584|PF01627|PF01739|PF02357|PF02518|PF02769|PF02776|PF02779|PF02780|PF02895|PF03143|PF03144|PF03631|PF03705|PF03764|PF03946|PF04209|PF04560|PF04561|PF04563|PF04565|PF08032|PF10385|PF12697|PF14449|PF14492|PF16320|PF20329|PF20510|PF22544	959	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	1	IPR002143|IPR005878|IPR023674|IPR028364|IPR016095|IPR023673|IPR043141|IPR022973|IPR001790|IPR047865|IPR000206|IPR036235|IPR008932|IPR014719|IPR013823|IPR027797|IPR029052|IPR051918|IPR004843	19	ࢀ᜗岛滭㼀岚ꢦ姞ܟ묚ï趬⌅㦠㘠沶熝쫯ጌ
1	WP_061859754.1:GCF_001593805.1:1	WP_061859754.1	PF14449.11	NA	T7SS effector LXG polymorphic toxin	GCF_001593805.1	NZ_LUCO01000003.1	BMBG_RS18115	288268	281004	7265	299	293	7	-------	PS51756|PF04740|PTHR34976|Coil|Coil|PF14449	PF04740|PF14449	IPR006829|IPR051768|IPR027797	G3DSA:1.10.10.10|PS50987|SSF46785|PTHR33154|NF033788|SM00418|PR00778|cd00090|PF01022|PR00778|PR00778|PR00778|PTHR43302|NF011980|cd01118|PF02040|TIGR00935|PR00758|PR00758|PR00758|PR00758|PR00758|PR00758|PR00758|PR00758|SM00493|PS50880|cd03362|G3DSA:3.40.50.140|SSF56712|PF01751|PTHR11390|PR00417|SM00436|cd00186|PF01131|G3DSA:1.10.460.10|PR00417|G3DSA:2.70.20.10|SM00437|G3DSA:1.10.290.10|PR00417|PR00417|PR00417|PF13342|PS51756|PF04740|PTHR34976|Coil|Coil|PF14449|mobidb-lite|G3DSA:3.40.1580.10|SM00860|SSF160631|PF09346|G3DSA:1.25.40.20|PF12796|SSF48403|SM00248|PS50297|PS50088|PTHR24171|SM00248|PS50297|PS50088|SM00248|PS50088|PF05076	PF01022|PF02040|PF01751|PF01131|PF13342|PF04740|PF14449|PF09346|PF12796|PF05076	IPR036388|IPR001845|IPR036390|IPR051081|IPR011991|IPR000802|IPR006171|IPR023405|IPR034144|IPR000380|IPR013497|IPR003601|IPR013824|IPR013825|IPR003602|IPR013826|IPR025589|IPR006829|IPR051768|IPR027797|IPR037883|IPR018958|IPR036770|IPR002110|IPR020941	487	PF00111|PF00122|PF00180|PF00392|PF00403|PF00479|PF00702|PF01022|PF01131|PF01471|PF01751|PF02040|PF02781|PF03061|PF03547|PF04239|PF04740|PF05076|PF07563|PF07690|PF07729|PF07907|PF09346|PF12796|PF13342|PF14449	1404	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia megaterium	19	IPR036388|IPR001845|IPR036390|IPR051081|IPR011991|IPR000802|IPR006171|IPR023405|IPR034144|IPR000380|IPR013497|IPR003601|IPR013824|IPR013825|IPR003602|IPR013826|IPR025589|IPR006829|IPR051768|IPR027797|IPR037883|IPR018958|IPR036770|IPR002110|IPR020941	25	蹅ݖ蹇잪⻸̓ᠼ宎薁Ɲ㓚า㘡㘢ำ㘣搖ᫎ쩙沶鐜䨯迃࡟凮
1	WP_062688848.1:GCF_001596195.1:1	WP_062688848.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_001596195.1	NZ_LSST01000033.1	AYO51_RS06780	482909	474210	8700	433	427	7	+++++++	mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|mobidb-lite|SSF52309	PF14449	IPR027797	PF15603|mobidb-lite|mobidb-lite|PF14449|mobidb-lite|mobidb-lite|mobidb-lite|SSF52309|PF06458|G3DSA:3.10.20.320|PF06458|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|TIGR01167|G3DSA:1.20.1080.10|PTHR43829|SSF81338|PR00783|PF00230|TIGR00861|PR00783|PS00221|PR00783|PR00783|PR00783|PR00783|NF033461|SSF51905|PTHR11985|G3DSA:3.50.50.60|PR01001|PF01266|PR01001|PR01001|PR01001|G3DSA:3.30.9.10|SSF54373|PR01001|G3DSA:3.50.50.60|PR01001|PF16901|G3DSA:1.10.8.870	PF15603|PF14449|PF06458|PF06458|PF00230|PF01266|PF16901	IPR028148|IPR027797|IPR009459|IPR023271|IPR050363|IPR000425|IPR022357|IPR036188|IPR000447|IPR006076|IPR031656|IPR038299	622	PF00005|PF00106|PF00230|PF00364|PF00370|PF00528|PF01156|PF01266|PF02782|PF02852|PF04069|PF06458|PF07690|PF07883|PF07992|PF08282|PF12464|PF12833|PF14021|PF14449|PF14602|PF15599|PF15603|PF16901	1590	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	1	IPR028148|IPR027797|IPR009459|IPR023271|IPR050363|IPR000425|IPR022357|IPR036188|IPR000447|IPR006076|IPR031656|IPR038299	12	渕沶└嬈쓜Ǌ坶赽Ǡ៝築閼
2	WP_042596138.1:GCF_001598095.1:2	WP_042596138.1	PF14449.11	NA	pre-toxin TG domain-containing protein	GCF_001598095.1	NZ_CP014852.1	A3L20_RS31050	103674	97114	6561	118	112	7	+-++---	PS51756|PTHR34976|PF04740|Coil|PF14449|PF15652	PF04740|PF14449|PF15652	IPR006829|IPR051768|IPR027797|IPR028900	G3DSA:3.90.350.10|PF01609|PTHR33258|NF033592|SSF53098|G3DSA:3.40.1580.10|SSF160631|PF09346|PS51756|PTHR34976|PF04740|Coil|PF14449|PF15652|PS00398|PS00397|G3DSA:3.40.50.1390|PF00239|PTHR30461|SSF53041|SM00857|cd03768|PS51736|cd00397|SSF56349|G3DSA:1.10.443.10|PS51898|SSF47823|PTHR30349|PF13495|G3DSA:1.10.150.130|PS51900	PF01609|PF09346|PF04740|PF14449|PF15652|PF00239|PF13495	IPR002559|IPR047952|IPR012337|IPR037883|IPR018958|IPR006829|IPR051768|IPR027797|IPR028900|IPR006118|IPR050639|IPR036162|IPR006119|IPR011010|IPR013762|IPR002104|IPR050090|IPR004107|IPR010998|IPR044068	448	PF00239|PF01526|PF01609|PF04239|PF04740|PF09346|PF13152|PF13181|PF13411|PF13424|PF13495|PF14449|PF15652|PF18801|PF20730	1428	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	19	IPR002559|IPR047952|IPR012337|IPR037883|IPR018958|IPR006829|IPR051768|IPR027797|IPR028900|IPR006118|IPR050639|IPR036162|IPR006119|IPR011010|IPR013762|IPR002104|IPR050090|IPR004107|IPR010998|IPR044068	20	ਠ뭱げ鐜䨯ᫎ쩙沶焅᠇연赣᠈⬣㗣࡙쏋ာ⬗걅
1	WP_066807578.1:GCF_001598355.1:1	WP_066807578.1	PF14449.11	NA	MBOAT family O-acyltransferase	GCF_001598355.1	NZ_BCYU01000030.1	SAS01S_RS10185	43858	22283	21576	31	25	7	++++++-	PIRSF500217|PIRSF016636|PTHR13285|PF03062	PF03062	IPR024194|IPR028362|IPR051085|IPR004299	SSF160631|PTHR32305|G3DSA:2.180.10.10|PF05593|TIGR01643|TIGR01643|G3DSA:2.180.10.10|TIGR01643|G3DSA:2.180.10.10|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|G3DSA:2.180.10.10|TIGR01643|G3DSA:2.180.10.10|PF05593|TIGR01643|TIGR01643|G3DSA:2.180.10.10|PF05593|G3DSA:2.180.10.10|PF05593|TIGR01643|PF05593|mobidb-lite|G3DSA:2.180.10.10|G3DSA:3.10.350.10|cd00118|PS51782|SM00257|PF01476|PF14449|PIRSF500217|PIRSF016636|PTHR13285|PF03062|G3DSA:3.40.50.1110|PF21211|G3DSA:3.40.50.1000|TIGR01686|TIGR01681|SSF56784|SSF55729|G3DSA:3.40.630.30|SSF47336|PS50075|G3DSA:1.10.1200.10|PF00550|PF13669|SSF54593|PTHR43048|PS51819|G3DSA:3.10.180.10	PF05593|PF05593|PF05593|PF05593|PF05593|PF05593|PF01476|PF14449|PF03062|PF21211|PF00550|PF13669	IPR037883|IPR050708|IPR006530|IPR031325|IPR036779|IPR018392|IPR027797|IPR024194|IPR028362|IPR051085|IPR004299|IPR036514|IPR049369|IPR023214|IPR010037|IPR010033|IPR036412|IPR016181|IPR036736|IPR009081|IPR051785|IPR037523|IPR029068	526	PF00072|PF00460|PF00550|PF01476|PF01514|PF02049|PF02107|PF02119|PF03062|PF05593|PF06224|PF06429|PF13144|PF13489|PF13669|PF14449|PF18919|PF21211|PF22692	1219040	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas asaccharolytica	0	IPR037883|IPR050708|IPR006530|IPR031325|IPR036779|IPR018392|IPR027797|IPR024194|IPR028362|IPR051085|IPR004299|IPR036514|IPR049369|IPR023214|IPR010037|IPR010033|IPR036412|IPR016181|IPR036736|IPR009081|IPR051785|IPR037523|IPR029068	23	鐜옵ᦣ穾迌䟹沶庣滫잮წ軃샺嫏❖❒蹝㽖辡⎚쩪銴熭
1	WP_062755741.1:GCF_001598935.1:1	WP_062755741.1	PF14449.11	essB	type VII secretion protein EssB	GCF_001598935.1	NZ_BDAQ01000012.1	GT3_RS12765	88556	78824	9733	88	82	7	+++++++	G3DSA:1.10.510.10|TIGR03926|PF10140|G3DSA:1.25.40.680|Coil|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite	PF10140	IPR018778|IPR042565	TIGR03927|PF10661|PTHR30294|TIGR03929|G3DSA:3.40.1710.10|Coil|Coil|mobidb-lite|Coil|mobidb-lite|Coil|Coil|PF12538|cd00060|TIGR03928|G3DSA:3.40.50.300|PF01580|SSF52540|PS50901|SSF52540|G3DSA:3.40.50.300|PS50901|PF01580|PTHR22683|SSF52540|G3DSA:3.40.50.300|G3DSA:1.10.510.10|TIGR03926|PF10140|G3DSA:1.25.40.680|Coil|mobidb-lite|mobidb-lite|mobidb-lite|mobidb-lite|G3DSA:3.10.20.90|PF08817|SSF54236|G3DSA:1.10.287.1060|SSF140453|PF06013|TIGR03930|PS51257	PF10661|PF12538|PF01580|PF01580|PF10140|PF08817|PF06013	IPR018920|IPR034026|IPR051449|IPR023838|IPR022206|IPR023839|IPR027417|IPR002543|IPR050206|IPR018778|IPR042565|IPR024962|IPR029071|IPR036689|IPR010310	437	PF00005|PF00199|PF00202|PF00746|PF01032|PF01497|PF01548|PF01580|PF02632|PF04203|PF06013|PF06628|PF07791|PF07992|PF08817|PF08887|PF08906|PF10140|PF10661|PF12538|PF13500|PF14412|PF14449|PF18431|PF18593|PF20591	1223503	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Parageobacillus	Parageobacillus toebii	0	IPR018920|IPR034026|IPR051449|IPR023838|IPR022206|IPR023839|IPR027417|IPR002543|IPR050206|IPR018778|IPR042565|IPR024962|IPR029071|IPR036689|IPR010310	15	䨉蔋줚崿囟嵀欺ਐ쐿䥻Ꙧ憣熰轲⡧
2	WP_062755781.1:GCF_001598935.1:2	WP_062755781.1	PF14449.11	NA	siderophore ABC transporter substrate-binding protein	GCF_001598935.1	NZ_BDAQ01000013.1	GT3_RS12900	13509	9219	4291	16	10	7	+++++++	PS51257|PTHR30532|SSF53807|G3DSA:3.40.50.1980|cd01140|PS50983|PF01497|Coil|G3DSA:3.40.50.1980	PF01497	IPR051313|IPR033870|IPR002491	PTHR42684|MF_00834|cd00610|SSF53383|G3DSA:3.90.1150.10|TIGR00508|PIRSF000521|PF00202|G3DSA:3.40.640.10:FF:000078|G3DSA:3.40.640.10|Coil|PS00600|Coil|SSF52540|PIRSF006755|MF_00336|G3DSA:3.40.50.300|cd03109|PF13500|PTHR43210|TIGR00347|G3DSA:1.10.1760.20|PIRSF016661|PTHR34295|PF02632|PS51257|PTHR30532|SSF53807|G3DSA:3.40.50.1980|cd01140|PS50983|PF01497|Coil|G3DSA:3.40.50.1980|G3DSA:3.40.50.300:FF:000134|G3DSA:3.40.50.300|SSF52540|PS50893|PTHR42771|cd03214|PF00005|SM00382|G3DSA:1.10.3470.10:FF:000004|SSF81345|G3DSA:1.10.3470.10|PF01032|PTHR30472|cd06550|G3DSA:1.10.3470.10:FF:000004|G3DSA:1.10.3470.10|SSF81345|PTHR30472|PF01032|cd06550	PF00202|PF13500|PF02632|PF01497|PF00005|PF01032|PF01032	IPR005814|IPR005815|IPR015424|IPR015422|IPR015421|IPR049704|IPR004472|IPR027417|IPR003784|IPR051313|IPR033870|IPR002491|IPR027417|IPR003439|IPR051535|IPR003593|IPR037294|IPR000522|IPR037294|IPR000522	318	PF00005|PF00199|PF00202|PF00746|PF01032|PF01497|PF01548|PF01580|PF02632|PF04203|PF06013|PF06628|PF07791|PF07992|PF08817|PF08887|PF08906|PF10140|PF10661|PF12538|PF13500|PF14412|PF14449|PF18431|PF18593|PF20591	1223503	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Parageobacillus	Parageobacillus toebii	0	IPR005814|IPR005815|IPR015424|IPR015422|IPR015421|IPR049704|IPR004472|IPR027417|IPR003784|IPR051313|IPR033870|IPR002491|IPR027417|IPR003439|IPR051535|IPR003593|IPR037294|IPR000522|IPR037294|IPR000522	20	ᛗᛘ㱡㱟㱞쉉ᆙ欺໩좒葯ড়欺ඐ쥰ส量ȫ量ȫ
1	WP_025907987.1:GCF_001614195.1:1	WP_025907987.1	PF14449.11	NA	GNAT family protein	GCF_001614195.1	NZ_LWBK01000033.1	A2U94_RS14995	30676	28143	2534	41	35	7	++++-+-	G3DSA:3.40.630.30|SSF55729|PTHR43792|PF13302|PS51186|cd04301	PF13302	IPR016181|IPR051531|IPR000182	PS51756|PF04740|Coil|PTHR34976|Coil|Coil|PF14449|PF15604|Coil|PF17279|Coil|PF16888|Coil|Coil|G3DSA:3.40.630.30|SSF55729|PTHR43792|PF13302|PS51186|cd04301|PF06713|SSF55729|PS51186|PTHR43877|G3DSA:3.40.630.30|PF00583|cd04301|G3DSA:1.20.120.330|SSF81631|G3DSA:3.30.460.10|PIRSF000812|PF04439|SSF81301	PF04740|PF14449|PF15604|PF17279|PF16888|PF13302|PF06713|PF00583|PF04439	IPR006829|IPR051768|IPR027797|IPR028949|IPR046318|IPR031681|IPR016181|IPR051531|IPR000182|IPR009589|IPR000182|IPR016181|IPR050832|IPR043519|IPR007530	184	PF00239|PF00248|PF00300|PF00561|PF00583|PF00665|PF01527|PF01548|PF02371|PF04439|PF04740|PF06713|PF07508|PF08887|PF08906|PF13276|PF13302|PF13333|PF14449|PF15604|PF15636|PF16888|PF17279	1848047	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. VT 712	0	IPR006829|IPR051768|IPR027797|IPR028949|IPR046318|IPR031681|IPR016181|IPR051531|IPR000182|IPR009589|IPR000182|IPR016181|IPR050832|IPR043519|IPR007530	15	ᫎ쩙沶然딏篢㽖쥬×▖×㽖욱ꨠᶋ
